City,Value,ValueFaux,y
Jolynn,-1000,15.1035378687084,0
Rana,1.06170261278749,-1000,0
Jackelyn,37.68806878943,-1000,0
Thia,16.9338022824377,-1000,0
Kinna,18.694471870549,-1000,0
Laverne,23.0331241153181,-1000,0
Merilee,30.159045336768,-1000,0
Ted,63.9561735326424,-1000,0
Anstice,29.7343463869765,-1000,0
Giselle,25.3900514217094,-1000,0
Brandise,47.8417268721387,-1000,0
Enriqueta,82.4625459732488,-1000,0
Chantal,70.5673546530306,-1000,0
Shay,93.4949634829536,-1000,0
Dulcia,49.4308926397935,-1000,0
Lisha,80.5838991887868,-1000,0
Pooh,2.21614993643016,-1000,0
Zea,44.7455575922504,-1000,0
Auria,21.7749067116529,-1000,0
Viviyan,78.5350627964363,-1000,0
Alayne,15.0251125684008,-1000,0
Tiffie,83.5704369237647,-1000,0
Sandye,32.8688761685044,-1000,0
Faunie,33.8200212223455,-1000,0
Marquita,73.0075948406011,-1000,0
Vivian,69.228236284107,-1000,0
Kiersten,81.6733889747411,-1000,0
Ebony,4.03436636552215,-1000,0
Claresta,0.816058553755283,-1000,0
Fiann,10.8308067312464,-1000,0
Tawnya,57.5720412656665,-1000,0
Maurizia,24.6011087670922,-1000,0
Joeann,26.1706676101312,-1000,0
Valli,73.9338626852259,-1000,0
Garland,49.0708813071251,-1000,0
Roslyn,50.8837877074257,-1000,0
George,73.0490877525881,-1000,0
Binnie,19.9790762737393,-1000,0
Willamina,87.1056869160384,-1000,0
Florentia,86.0719400923699,-1000,0
Michal,24.507706402801,-1000,0
Ulrikaumeko,21.8611647607759,-1000,0
Marlo,89.0923085156828,-1000,0
Brook,86.3121956354007,-1000,0
Aeriel,52.591078588739,-1000,0
Pauli,63.3851039456204,-1000,0
Iona,64.5771786570549,-1000,0
Nelia,21.5994820697233,-1000,0
Paule,36.4043779205531,-1000,0
Collie,9.43491831421852,-1000,0
Marla,78.8660529535264,-1000,0
Shannon,58.3585820393637,-1000,0
Amelia,69.8587711201981,-1000,0
Sheba,50.8004198782146,-1000,0
Lu,66.7250961065292,-1000,0
Gwen,22.1062149154022,-1000,0
Dre,77.9651377582923,-1000,0
Cassandry,15.3357568662614,-1000,0
Bennie,66.4299898548052,-1000,0
Abby,16.1103136837482,-1000,0
Bobbe,57.1175361983478,-1000,0
Madalyn,42.5812441157177,-1000,0
Arlyne,95.6523834960535,-1000,0
Lucina,36.7105143843219,-1000,0
Emmalee,49.566748039797,-1000,0
Electra,4.3192605022341,-1000,0
Rozina,37.0657693827525,-1000,0
Rosemary,43.1182985426858,-1000,0
Milly,76.8034590408206,-1000,0
Cleopatra,79.3548801448196,-1000,0
Pansy,72.9119752999395,-1000,0
Suzanna,42.0234742574394,-1000,0
Corliss,31.1730993678793,-1000,0
Constance,76.6111319651827,-1000,0
Gerti,91.4261490805075,-1000,0
Karla,2.01564466115087,-1000,0
Wanda,45.293132471852,-1000,0
Blanca,49.9939748551697,-1000,0
Carmelle,23.484033648856,-1000,0
Kaitlynn,25.7090643281117,-1000,0
Row,3.10427111107856,-1000,0
Anestassia,34.4652238069102,-1000,0
Fleur,89.2202352872118,-1000,0
Jewelle,60.682753007859,-1000,0
Charline,89.0862297266722,-1000,0
Timmi,48.9845386007801,-1000,0
Murial,39.9029181804508,-1000,0
Imogene,8.68237838149071,-1000,0
Meggy,68.3218338526785,-1000,0
Nicoli,97.7361582219601,-1000,0
Jerrilee,76.1432920349762,-1000,0
Ginevra,29.3908211169764,-1000,0
Raychel,45.9170890739188,-1000,0
Gabriela,2.06966858822852,-1000,0
Robinetta,53.9751918287948,-1000,0
Veda,20.1579556101933,-1000,0
Kattie,71.9656618079171,-1000,0
Rozanne,32.3916406137869,-1000,0
Atlante,24.4071412831545,-1000,0
Josefina,39.5935656270012,-1000,0
