City,Value,ValueFaux,y
Jolynn,,30.0703505311598,0
Rana,27.6449516648977,,0
Jackelyn,24.1629578608008,,0
Thia,40.4755834471803,,0
Kinna,50.7095271093739,,0
Laverne,37.3838071600965,,0
Merilee,33.8407458445873,,0
Ted,31.3451392119731,,0
Anstice,29.5235181309529,,0
Giselle,34.8690593628896,,0
Brandise,32.5482989660232,,0
Enriqueta,7.72610810438897,,0
Chantal,40.6080652868232,,0
Shay,33.4935309351711,,0
Dulcia,42.7356385961243,,0
Lisha,26.6853720382928,,0
Pooh,27.6949390216338,,0
Zea,36.6147224849393,,0
Auria,44.5974013836698,,0
Viviyan,37.5281768162927,,0
Alayne,36.8233985057609,,0
Tiffie,24.2511956138886,,0
Sandye,39.8658852433072,,0
Faunie,42.9734484395551,,0
Marquita,55.6127689606625,,0
Vivian,10.1972751097728,,0
Kiersten,28.9867184932975,,0
Ebony,30.8082537708787,,0
Claresta,21.6703396034716,,0
Fiann,55.0678251227989,,0
Tawnya,35.2512934206398,,0
Maurizia,34.9271400879843,,0
Joeann,34.6035397371063,,0
Valli,34.3144165190609,,0
Garland,69.9345405298288,,0
Roslyn,40.1969883417737,,0
George,49.5984888080576,,0
Binnie,37.4128742639886,,0
Willamina,43.0064417896459,,0
Florentia,24.5644144826068,,0
Michal,38.4894484592553,,0
Ulrikaumeko,36.6847858746185,,0
Marlo,31.7892909102479,,0
Brook,19.1161180331585,,0
Aeriel,38.5035177455133,,0
Pauli,38.4517925839054,,0
Iona,41.8642525085181,,0
Nelia,19.2886555357205,,0
Paule,24.1990773023226,,0
Collie,6.58188692697624,,0
Marla,27.7991636291111,,0
Shannon,37.8344069304722,,0
Amelia,31.3959602144948,,0
Sheba,33.8323459208071,,0
Lu,26.2838428091241,,0
Gwen,18.5266014609016,,0
Dre,41.8951969971983,,0
Cassandry,22.9366469111451,,0
Bennie,30.8707956560618,,0
Abby,34.0268683134372,,0
Bobbe,37.0372310979079,,0
Madalyn,40.7019075516075,,0
Arlyne,20.7953450015765,,0
Lucina,37.5981123950409,,0
Emmalee,20.0344049398226,,0
Electra,17.8689830346459,,0
Rozina,30.2472637448653,,0
Rosemary,34.8165124417737,,0
Milly,43.2058204097892,,0
Cleopatra,32.0672843387508,,0
Pansy,19.8602840208759,,0
Suzanna,45.0536825071515,,0
Corliss,38.5182191285806,,0
Constance,16.9563215548244,,0
Gerti,9.40315645262931,,0
Karla,34.0274716158189,,0
Wanda,30.544540668175,,0
Blanca,29.7565264000495,,0
Carmelle,24.6590523878998,,0
Kaitlynn,54.7177456830181,,0
Row,37.4585909423049,,0
Anestassia,35.1433108223094,,0
Fleur,18.736596404702,,0
Jewelle,27.1085631309431,,0
Charline,26.2713105029324,,0
Timmi,41.4229899963263,,0
Murial,32.6097960435595,,0
Imogene,39.4071946318049,,0
Meggy,29.9803692347862,,0
Nicoli,36.3946152169026,,0
Jerrilee,49.5161327117313,,0
Ginevra,49.4731524675694,,0
Raychel,11.0115924407303,,0
Gabriela,24.1359652781645,,0
Robinetta,40.8560039110528,,0
Veda,20.4878081236968,,0
Kattie,21.1913182093088,,0
Rozanne,49.259639522519,,0
Atlante,44.570739558547,,0
Josefina,25.9170366044537,,0
