City,Value,ValueFaux,y
Jolynn,-1000,5.15858442522585,0
Rana,39.7180912783369,-1000,0
Jackelyn,95.3295644605532,-1000,0
Thia,61.9044287363067,-1000,0
Kinna,26.0842367308214,-1000,0
Laverne,37.005868088454,-1000,0
Merilee,28.0080826720223,-1000,0
Ted,41.971333231777,-1000,0
Anstice,13.0701468093321,-1000,0
Giselle,87.6825750339776,-1000,0
Brandise,30.4003728087992,-1000,0
Enriqueta,46.2994716363028,-1000,0
Chantal,27.1232787752524,-1000,0
Shay,76.7582808388397,-1000,0
Dulcia,43.2191156083718,-1000,0
Lisha,36.0510436585173,-1000,0
Pooh,21.1816714145243,-1000,0
Zea,76.5432643238455,-1000,0
Auria,79.3209582567215,-1000,0
Viviyan,16.9324536807835,-1000,0
Alayne,70.4409697791562,-1000,0
Tiffie,72.9538350598887,-1000,0
Sandye,96.9869897700846,-1000,0
Faunie,18.7289491295815,-1000,0
Marquita,95.4548507230356,-1000,0
Vivian,69.90750010591,-1000,0
Kiersten,23.0606413446367,-1000,0
Ebony,27.6929571526125,-1000,0
Claresta,0.664242077618837,-1000,0
Fiann,41.2146057933569,-1000,0
Tawnya,81.0853706439957,-1000,0
Maurizia,63.1163377547637,-1000,0
Joeann,3.94223011098802,-1000,0
Valli,7.08339507691562,-1000,0
Garland,91.5744352387264,-1000,0
Roslyn,19.1789789823815,-1000,0
George,93.2956290664151,-1000,0
Binnie,34.2443385161459,-1000,0
Willamina,60.5225263629109,-1000,0
Florentia,68.8045960851014,-1000,0
Michal,5.48631818965077,-1000,0
Ulrikaumeko,62.2566019650549,-1000,0
Marlo,43.2990651577711,-1000,0
Brook,16.32013337221,-1000,0
Aeriel,58.6625629104674,-1000,0
Pauli,37.0489509310573,-1000,0
Iona,57.4616973521188,-1000,0
Nelia,38.7287809280679,-1000,0
Paule,49.7352998936549,-1000,0
Collie,77.7436986332759,-1000,0
Marla,75.8373132208362,-1000,0
Shannon,93.0688538122922,-1000,0
Amelia,30.6538077071309,-1000,0
Sheba,98.8277467899024,-1000,0
Lu,14.2468576785177,-1000,0
Gwen,79.705331963487,-1000,0
Dre,78.2244481379166,-1000,0
Cassandry,65.5568009940907,-1000,0
Bennie,41.9906432274729,-1000,0
Abby,61.4472111454234,-1000,0
Bobbe,30.9170693391934,-1000,0
Madalyn,91.7534611420706,-1000,0
Arlyne,59.590756171383,-1000,0
Lucina,71.4821303496137,-1000,0
Emmalee,52.3059100145474,-1000,0
Electra,44.4451978197321,-1000,0
Rozina,85.933638853021,-1000,0
Rosemary,65.0527887744829,-1000,0
Milly,15.7774754567072,-1000,0
Cleopatra,38.2426509866491,-1000,0
Pansy,21.7617261921987,-1000,0
Suzanna,93.8552207779139,-1000,0
Corliss,89.6096191368997,-1000,0
Constance,71.6981001663953,-1000,0
Gerti,24.9657545471564,-1000,0
Karla,28.3662805566564,-1000,0
Wanda,17.7583944285288,-1000,0
Blanca,74.8159018810839,-1000,0
Carmelle,74.6173047693446,-1000,0
Kaitlynn,60.7323816046119,-1000,0
Row,7.18067125417292,-1000,0
Anestassia,73.9760517841205,-1000,0
Fleur,31.1059948289767,-1000,0
Jewelle,85.5951680568978,-1000,0
Charline,33.5023221559823,-1000,0
Timmi,19.3277420243248,-1000,0
Murial,16.9998156139627,-1000,0
Imogene,66.4881870150566,-1000,0
Meggy,47.5947526050732,-1000,0
Nicoli,37.6303899334744,-1000,0
Jerrilee,0.288550485856831,-1000,0
Ginevra,64.5787235582247,-1000,0
Raychel,90.2050936594605,-1000,0
Gabriela,44.6949189528823,-1000,0
Robinetta,58.6545382626355,-1000,0
Veda,93.3919999748468,-1000,0
Kattie,40.7491903053597,-1000,0
Rozanne,51.9958244170994,-1000,0
Atlante,11.047192197293,-1000,0
Josefina,39.3235942348838,-1000,0
